Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Volta,Ho Municipal,Tsito Health Centre,Health Centre,Tsito,Government,6.55093,0.30134
Volta,Ho Municipal,Abutia Agove Health Centre,Health Centre,Abutia Agove,Government,6.505783,0.364633
Volta,Ho Municipal,Akrofu Health Centre,Health Centre,Akrofu,Government,6.63283,0.37881
Volta,Ho Municipal,Hlefi Health Centre,Health Centre,Hlefi,Government,6.7208,0.376117
Volta,Ho Municipal,Ho E. P. Clinic,Health Centre,Ho,CHAG,6.60187,0.47638
Volta,Ho Municipal,Volta Regional Hospital,Regional Hospital,Ho,Government,6.60215,0.48421
Volta,Ho Municipal,Ho Municipal Hospital,Municipal Hospital,Ho,Government,6.60926,0.46805
Volta,Ho Municipal,7 MRS (Military Hospital),Hospital,Ho,Quasi-Government,6.61737,0.48768
Volta,Hohoe,Hohoe Midwifery Training School,Training Institution,Hohoe,Government,7.15849,0.47239
Volta,Hohoe,Hohoe District Health Directorate,District Health Directorate,Hohoe,Government,7.14836,0.47274
Volta,Hohoe,Leklebi Kame Health Centre,Health Centre,Leklebi Kame,Government,6.96778,0.51587
Volta,Hohoe,Soba Liati Health Centre,Health Centre,Soba Liati,Government,7.01016,0.51274
Volta,Hohoe,Logba Tota Health Centre,Health Centre,Logba Tota,Government,6.89008,0.45336
Volta,Hohoe,Gbi Wegbe Health Centre,Health Centre,Gbi Wegbe,Government,7.11135,0.45891
Volta,Hohoe,Akpafu Adorkor Health Centre,Health Centre,Akpafu Adorkor,Government,7.28125,0.528083
Volta,Hohoe,Santrokofi Health Centre,Health Centre,Santrokofi,Government,7.21485,0.47205
Volta,Hohoe,Ve Golokwati Health Centre,Health Centre,Ve Golokwati,Government,7.00071,0.43755
Volta,Hohoe,Lolobi Kumase Health Centre,Health Centre,Lolobi Kumase,Government,7.21877,0.52861
Volta,Hohoe,Fodome Helu Health Centre,Health Centre,Fodome Helu,Government,7.07424,0.50712
Volta,Hohoe,Likpe Abrani Health Centre,Health Centre,Likpe Abrani,Government,7.2479,0.559733
Volta,Hohoe,Tafi Agoeme Health Centre,Health Centre,Tafi Agoeme,Government,6.84859,0.39238
Volta,Hohoe,Ve Hoeme Health Centre,Health Centre,Ve Hoeme,Government,6.95761,0.45874
Volta,Hohoe,Likpe Kukurntumi Health Centre,Health Centre,Likpe Kukurntumi,Government,7.26183,0.56834
Volta,Hohoe,Logba Vuinta Health Centre,Health Centre,Logba Vuinta,Government,6.92311,0.46091
Volta,Hohoe,Akpafu Mempeasem Health Centre,Health Centre,Akpafu Mempeasem,Government,7.249967,0.4825
Volta,Hohoe,Gbledi Health Centre,Health Centre,Gbledi,Government,7.03232,0.55932
Volta,Hohoe,Likpe Bala Health Centre,Health Centre,Likpe Bala,Government,7.203,0.60788
Volta,Hohoe,Likpe Bakwa Health Centre,Health Centre,Likpe Bakwa,Government,7.16317,0.58214
Volta,Hohoe,Nyagbo Gagbefe Health Centre,Health Centre,Nyagbo Gagbefe,Government,6.81945,0.37475
Volta,Hohoe,Nyangbo Sroe Health Centre,Health Centre,Nyangbo Sroe,Government,6.77367,0.37709
Volta,Hohoe,Fodome Ahor Health Centre,Health Centre,Fodome Ahor,Government,7.08445,0.55947
Volta,Hohoe,Goviefe Agodome Health Centre,Health Centre,Goviefe Agodome,Government,6.71463,0.33663
Volta,Hohoe,Alavanyo Health Centre,Health Centre,Alavanyo,Government,7.1199,0.3578
Volta,Hohoe,St. George's Health Centre,Health Centre,Soba Liati,CHAG,6.98529,0.48962
Volta,Hohoe,Hohoe Government Hospital,District Hospital,Hohoe,Government,7.15849,0.47239
Volta,Hohoe,Wli Afegame Health Centre,Health Centre,Wli Afegame,Government,7.11633,0.58649
Volta,Hohoe,Leklebi Duga Health Centre,Health Centre,Leklebi  Duga,Government,6.95983,0.49854
Volta,Hohoe,Fodome Woe CHPS,CHPS,Fodome Woe,Government,7.06954,0.51707
Volta,Hohoe,Logba Alakpeti Health Centre,Health Centre,Logba Alakpeti,Government,6.8902,0.42874
Volta,Hohoe,Akpafu Adomi Community Clinic,Clinic,Akpafu Odomi,Government,7.27607,0.47742
Volta,Hohoe,Liati Wote CHPS,CHPS,Liati Wote,Government,7.02111,0.548553
Volta,Hohoe,Revival Clinic,Clinic,Ve Koloenu,Private,7.04464,0.43448
Volta,Jasikan,Jasikan District Health Directorate,District Health Directorate,Jasikan,Government,7.40135,0.46459
Volta,Jasikan,Bowiri Community Clinic,Health Centre,Bowiri,Government,7.33227,0.45922
Volta,Jasikan,Kwamekrom Static Clinic,Health Centre,Kwamekrom,Government,7.29616,0.33076
Volta,Jasikan,New Ayoma Health Centre,Health Centre,New Ayoma,Government,7.284033,0.583917
Volta,Jasikan,Kute Clinic,Health Centre,Kute,Government,7.37731,0.61336
Volta,Jasikan,Akaa Clinic,Health Centre,Akaa,Government,7.4268,0.40889
Volta,Jasikan,Amanya  Health Centre,Health Centre,Amanya,Government,7.4519,0.34045
Volta,Jasikan,Baglo Clinic,Health Centre,Baglo,Government,7.30324,0.63808
Volta,Jasikan,Jasikan Hospital,District Hospital,Jasikan,Government,7.40135,0.46459
Volta,Jasikan,Abotoase Health Centre,Health Centre,Abotoase,Government,7.40788,0.30284
Volta,Jasikan,Nkonya Wurupong Health Centre,Health Centre,Nkonya Wurupong,Government,7.17411,0.33047
Volta,Jasikan,Old Ayoma Health Centre,Health Centre,Old Ayoma,Government,7.28808,0.63358
Volta,Jasikan,Bodada Health Centre,Health Centre,Bodada,Government,7.35791,0.48971
Volta,Jasikan,Teteman Health Centre,Health Centre,Teteman,Government,7.303633,0.508517
Volta,Jasikan,Baika Health Centre,Health Centre,Baika,Government,7.235167,0.531467
Volta,Jasikan,Nsuta Health Centre,Health Centre,Nsuta,Government,7.50509,0.45856
Volta,Jasikan,Worawora Hospital,Hospital,Worawora H,Government,7.514483,0.375783
Volta,Jasikan,N.V.C. Hospital,Hospital,Jasikan,Private,7.40926,0.47122
Volta,Jasikan,St Jude Medical Centre,Clinic,Baglo,Private,7.31093,0.65842
Volta,Jasikan,Teteman CHPS,CHPS,New Teteman,Government,7.30353,0.50848
Volta,Jasikan,Nkonya Ahenkro Health Centre,Health Centre,Nkonya Ahenkro,Government,7.1189,0.32725
Volta,Kadjebi,Kadjebi District Health Directorate,District Health Directorate,Kadjebi,Government,7.5339,0.47355
Volta,Kadjebi,Dzamlome Government,Clinic,Dzamlome,Government,7.5803,0.440083
Volta,Kadjebi,Dodo Amanfrom Health Centre,Health Centre,Dodo Amanfrom,Government,7.82116,0.50692
Volta,Kadjebi,Ahamansu Health Centre,Health Centre,Ahamansu,Government,7.725617,0.55005
Volta,Kadjebi,Kadjebi Health Centre,Health Centre,Kadjebi,Government,7.5339,0.47355
Volta,Kadjebi,Pampawie Health Centre,Health Centre,Pampawie,Government,7.81128,0.5668
Volta,Kadjebi,Dodi-Mepeasem Health Centre,Health Centre,Dodi-Mempeasem,Government,7.63383,0.51598
Volta,Kadjebi,Dodi Papase Mary Theresa Hospital,Hospital,Dodi Papase,CHAG,7.74227,0.51028
Volta,Kadjebi,Faith  Maternity Home,Maternity Home,Dzindjiso,Private,7.59752,0.52753
Volta,Kadjebi,Dede Maternity Home,Maternity Home,,Private,7.52754,0.47695
Volta,Kadjebi,Woraworso Health Centre,Health Centre,Woraworso,Government,7.65459,0.44468
Volta,Kadjebi,Poase Cement Health Centre,Health Centre,Poase Cement,Government,7.6507,0.51971
Volta,Keta,Keta District Health Directorate,District Health Directorate,Keta,Government,5.88784,0.98164
Volta,Keta,Sacred Heart Hospital,Hospital,Abor,CHAG,6.05465,0.867667
Volta,Keta,St. Rapheal's Clinic,Clinic,Tegbi,Private,5.87099,0.98061
Volta,Keta,Asadame Health Centre,Health Centre,Asadame,Government,5.99405,0.857117
Volta,Keta,Kotoka Memorial Clinic,Health Centre,Alakple,Government,5.85179,0.888
Volta,Keta,Agbledome Health Centre,Health Centre,Agbledome,Government,5.77699,0.7414
Volta,Keta,Anyako Health Centre,Health Centre,Anyako,Government,6.00984,0.90157
Volta,Keta,Tegbi Health Centre,Health Centre,Tegbi,Government,5.84994,0.97225
Volta,Keta,Atiavi Health Centre,Health Centre,Atiavi,Government,5.94776,0.8507
Volta,Keta,Tregui Health Centre,Health Centre,Tregui,Government,5.88803,0.82339
Volta,Keta,Galo-Sota Health Centre,Health Centre,Galo-Sota,Government,5.85415,0.71039
Volta,Keta,Anlo-Afiadenyigba Health Centr,Health Centre,Anlo-Afiadenyigba,Government,6.0447,0.97815
Volta,Keta,Anloga Health Centre,Health Centre,Anloga,Government,5.79154,0.88193
Volta,Keta,Hatorgodo E. P. Clinic,Health Centre,Hatorgodo,CHAG,5.9505,0.807683
Volta,Keta,Keta Government Hospital,Municipal Hospital,Keta,Government,5.88784,0.98164
Volta,Keta,Crowns Maternity Home,Maternity Home,Keta,Private,5.78283,0.72263
Volta,Keta,Nancy's Maternity Home,Maternity Home,Keta,Private,5.82579,0.95
Volta,Keta,St. Franscis Clinic,Clinic,Anyanui,Private,5.77996,0.73077
Volta,Keta,Anyanui Health Centre,Health Centre,Anyanui,Government,5.78153,0.72957
Volta,Keta,Anseco Clinic,Clinic,Avuime,Private,5.8066,0.93048
Volta,Keta,Lebene Clinic,Clinic,Abor,Private,6.066833,0.856367
Volta,Keta,Kafui Maternity Home,Maternity Home,Abor,Private,6.066667,0.862067
Volta,Keta,Holy Maternity Home,Maternity Home,Angloga,Private,5.79618,0.90419
Volta,Keta,Madam Mary Maternity Home,Maternity Home,Vui,Private,5.88564,0.98164
Volta,Ketu,Ketu District Health Directorate,District Health Directorate,Aflao,Government,6.11762,1.1803
Volta,Ketu,Blekusu Health Centre,Health Centre,Blekusu,Government,5.987383,1.0292
Volta,Ketu,Tadzewu Health Centre,Health Centre,Tadzewu,Government,6.188517,0.8948
Volta,Ketu,Afife Health Centre,Health Centre,Afife,Government,6.0541,0.9186
Volta,Ketu,Wheta Health Centre,Health Centre,Wheta,Government,6.08257,0.97503
Volta,Ketu,Aflao Hospital,District Hospital,Aflao,Government,6.11762,1.18013
Volta,Ketu,St Anthony's Hospital,Hospital,Dzodze,CHAG,6.24112,0.98911
Volta,Ketu,Agavedzi Health Centre,Health Centre,Agavedzi,Government,6.00546,1.04302
Volta,Ketu,Adina Health Centre,Health Centre,Adina,Government,6.04202,1.07422
Volta,Ketu,Klikoor Health Centre,Health Centre,Klikoor,Government,6.07488,1.0282
Volta,Ketu,Akporkploe Health Centre,Health Centre,Akporkploe,Government,6.1551,1.16645
Volta,Ketu,Devego Health Centre,Health Centre,Devego,Government,6.17732,0.91419
Volta,Ketu,Ohawu Health Centre,Health Centre,Ohawu,Government,6.13266,0.89581
Volta,Ketu,Ehie Health Centre,Health Centre,Ehie,Government,6.14481,1.00314
Volta,Ketu,Central Aflao Hospital,Hospital,Avoeme  Aflao,Private,6.11523,1.1691
Volta,Ketu,New Hope Hospital,Hospital,Viefe  Aflao,Private,6.10926,1.15964
Volta,Ketu,Sape-Agbo Memorial  Hospital,Hospital,Hedzranawo,Private,6.09708,1.143
Volta,Ketu,Denu RCH,Health Centre,Denu,Government,6.10094,1.14805
Volta,Ketu,Kpoglu RCH,Health Centre,Kpoglu,Government,6.17413,1.07178
Volta,Ketu,Penyi RCH,Health Centre,Penyi,Government,6.22267,1.03595
Volta,Ketu,Nogokpo RCH,RCH,Nogokpo,Government,6.09083,1.07023
Volta,Ketu,St. Linus Children Clinic,Clinic,Denu,Private,6.10358,1.15024
Volta,Ketu,Beno's Maternity/Clinic,Maternity Home,Aflao,Private,6.11724,1.191
Volta,Ketu,Sunkwa Maternity Home,Maternity Home,Aflao,Private,6.11867,1.18727
Volta,Ketu,Srohume Clinic,Clinic,Srohume,Private,6.04654,1.01568
Volta,Ketu,Morning Star Clinic,Clinic,Afife,Private,6.06392,0.91169
Volta,Ketu,St. Anthony Maternity/Clinic,Maternity Home,Kopeyia,Private,6.14131,1.11281
Volta,Ketu,Afatome Clinic,Clinic,Denu,Private,6.09399,1.15187
Volta,Ketu,Port Health Service,Clinic,Aflao,Government,6.11306,1.19144
Volta,Ketu,Berith Clinic,Clinic,Nogokpo,Private,6.09247,1.07472
Volta,Ketu,Bethesda Clinic,Clinic,Agbozume,Private,6.07943,1.03347
Volta,Ketu,St. Anthony Maternity Clinic,Clinic,Aflao,Private,6.1399,1.18952
Volta,Ketu,Sarah's Maternity Home,Maternity Home,Agbozume,Private,6.07404,1.03176
Volta,Kpando,Kpando District Health Directorate,District Health Directorate,Kpando,Government,6.99314,0.28993
Volta,Kpando,Sabadu Health Centre,Health Centre,Sabadu,Government,6.905588,0.24822
Volta,Kpando,Gadza Health Centre,Health Centre,Gadza,Government,7.0165,0.31853
Volta,Kpando,Kudzra Health Centre,Health Centre,Kudzra,Government,6.9622,0.33978
Volta,Kpando,Senam Clinic  Aziavi,Health Centre,Kpando Ziavi,Government,6.98122,0.28906
Volta,Kpando,Vakpo Health Centre,Health Centre,Vakpo,Government,6.85657,0.2824
Volta,Kpando,Kpando Health Centre,Health Centre,Kpando,Government,6.99314,0.28993
Volta,Kpando,Wusuta Health Centre,Health Centre,Wusuta,Government,6.83595,0.25759
Volta,Kpando,Aveme Danyigba Health Centre,Health Centre,Aveme Danyigba,Government,6.92794,0.264
Volta,Kpando,Tsrukpe Health Centre,Health Centre,Tsrukpe,Government,6.79575,0.27705
Volta,Kpando,Botoku Health Centre,Health Centre,Botoku,Government,6.75977,0.26703
Volta,Kpando,Kpando Torkor Health Centre,Health Centre,Kpando Torkor,Government,6.99871,0.25829
Volta,Kpando,Awate Health Centre,Health Centre,Awate,Government,6.86865,0.23677
Volta,Kpando,Anfoega Catholic Hospital,Hospital,Anfoega,CHAG,6.88049,0.27621
Volta,Kpando,Kpando Margret Marquat Hospital,District Hospital,Kpando,CHAG,6.99992,0.30312
Volta,Kpando,St. Patrick's Hospital,Hospital,Kpando,Private,6.99852,0.28712
Volta,Kpando,Aveme Beme Health Centre,Health Centre,Aveme Beme,Government,6.91877,0.26542
Volta,Kpando,Wisdom Maternity Home,Maternity Home,Kpando Torkor,Private,7.00259,0.2615
Volta,Kpando,Matty's Maternity Home,Maternity Home,Kpando,Private,6.99665,0.29543
Volta,Kpando,Angela Zahnizer Maternity Home,Maternity Home,Agbenorhoe,Private,7.06507,0.30577
Volta,Krachi East,Krachi East District Health Directorate,District Health Directorate,Dambai,Government,8.06828,0.16954
Volta,Krachi East,Dambai E. P. Clinic (Dan Mossar),Clinic,Dambai,CHAG,8.06744,0.016741
Volta,Krachi East,Adumadum Health Centre,Health Centre,Adumadum,Government,7.82039,0.036993
Volta,Krachi East,Katanga Health Centre,Health Centre,Katanga,Government,7.65851,0.033324
Volta,Krachi East,Tokronu Health Centre,Health Centre,Tokronu,Government,7.77138,0.04226
Volta,Krachi East,Asukawkaw Health Centre,Health Centre,Asukawkaw,Government,7.68831,0.04432
Volta,Krachi East,Dormabin Health Centre,Health Centre,Dormabin,Government,7.83504,0.030785
Volta,Krachi East,Nyietor Naz. Maternity Home,Maternity Home,Dambai,Private,8.06431,0.018651
Volta,Krachi West,Krachi West District Health Directorate,District Health Directorate,Krachi,Government,7.79476,0.05729
Volta,Krachi West,Krachi District Hospital,District Hospital,Krachi,Government,7.79476,-0.05729
Volta,Krachi West,Osramani Health Centre,Health Centre,Ostramani,Government,7.95647,-0.00906
Volta,Krachi West,Monkra Health Centre,Health Centre,Monkra,Government,7.93023,-0.01069
Volta,Krachi West,Banda Health Centre,Health Centre,Banda,Government,8.29353,-0.09654
Volta,Krachi West,Ntewusa Health Centre,Health Centre,Ntewusa,Government,7.99206,0.00215
Volta,Krachi West,Borae Health Centre,Health Centre,Borae,Government,8.15676,-0.03478
Volta,Krachi West,Ehiamankyene Health Centre,Health Centre,Ehiamankyene,Government,7.99808,-0.06178
Volta,Krachi West,St. Lukes Clinic Chinderi,Clinic,Chinderi,CHAG,8.139,-0.139
Volta,Krachi West,Gyatoakroa CHPS,CHPS,Gyatoakroa,Government,8.179899,0.07513
Volta,Krachi West,Anyinamae Health Centre,Health Centre,Anyiname,Government,8.05525,-0.15415
Volta,Nkwanta,Nkwanta District Health Directorate,District Health Directorate,Nkwanta,Government,8.25756,0.50838
Volta,Nkwanta,Damanko Health Centre,Health Centre,Damanko,Government,8.68775,0.18494
Volta,Nkwanta,Kechebi Health Centre,Health Centre,Kechebi,Government,8.20548,0.39801
Volta,Nkwanta,Kpassa Health Centre,Health Centre,Kpassa,Government,8.49597,0.31394
Volta,Nkwanta,Tinjase Health Centre,Health Centre,Tinjase,Government,8.57005,0.40473
Volta,Nkwanta,Fame Clinic,Health Centre,Obanda,CHAG,7.94065,0.51134
Volta,Nkwanta,Pusupu Health Centre,Health Centre,Pusupu,Government,8.0521,0.49043
Volta,Nkwanta,Tutukpene Health Centre,Health Centre,Tutukpene,Government,8.09914,0.3935
Volta,Nkwanta,Bontibor Clinic,Health Centre,Bontibor,Government,8.08967,0.49736
Volta,Nkwanta,Sibi Clinic,Health Centre,Sibi,Government,8.61158,0.23133
Volta,Nkwanta,Keri Clinic,Health Centre,Keri,Government,8.38638,0.52767
Volta,Nkwanta,Obanda Health Centre,Health Centre,Obanda,Government,7.94337,0.51054
Volta,Nkwanta,Nyambong Health Centre,Health Centre,Nyambong,Government,8.36006,0.478
Volta,Nkwanta,Bonakye Health Centre,Health Centre,Bonakye,Government,8.4006,0.40342
Volta,Nkwanta,Brewaniase Health Centre,Health Centre,Brewaniase,Government,8.00635,0.56168
Volta,Nkwanta,Kpassa Chuch Of Pentecost Clinic,Health Centre,Kpassa,CHAG,8.49341,0.30398
Volta,Nkwanta,Nkwanta Dsitrict Hospital,District Hospital,Nkwanta,Government,8.25756,0.50838
Volta,Nkwanta,St. Joseph's Hospital,Hospital,Nkwanta,CHAG,8.24792,0.52134
Volta,Nkwanta,Agoufie CHPS,CHPS,Nkwanta,Government,8.34735,0.31913
Volta,Nkwanta,Kabiti CHPS,Clinic,Nkwanta,Government,8.31931,0.25061
Volta,Nkwanta,Nkwanta RCH,RCH,Nkwanta,Government,8.25756,0.50838
Volta,North Tongu,North Tongu District Health Directorate,District Health Directorate,Adidome,Government,6.074414,0.50339
Volta,North Tongu,Volo Health Centre,Health Centre,Volo,Government,6.06115,0.30833
Volta,North Tongu,Mafi Kumasi Health Centre,Health Centre,Mafi Kumasi,Government,6.27551,0.5713
Volta,North Tongu,Dofor Adidome Health Centre,Health Centre,Dofor Adidome,Government,6.11891,0.2442
Volta,North Tongu,Torgome Health Centre,Health Centre,Torgome,Government,6.11701,0.13748
Volta,North Tongu,Avedo Health Centre,Health Centre,Avedo,Government,6.1338,0.63666
Volta,North Tongu,Kpoviadzi Health Centre,Health Centre,Kpoviadzi,Government,6.20273,0.7097
Volta,North Tongu,Biodun Health Centre,Clinic,Adidome,Private,6.08012,0.50493
Volta,North Tongu,Mafi Sasekpe Health Centre,Health Centre,Mafi Sasekpe,Government,6.27226,0.61951
Volta,North Tongu,Fodzoku Health Centre,Health Centre,Fodzoku,Government,6.16198,0.12466
Volta,North Tongu,Juapong Health Centre,Health Centre,Juapong,Government,6.25848,0.1406
Volta,North Tongu,Podoe Health Centre,Health Centre,Podoe,Government,6.29884,0.19677
Volta,North Tongu,Adidome Hospital,District Hospital,Adidome,Government,6.07347,0.49812
Volta,North Tongu,Battor Mission. Hospital,Hospital,Battor,CHAG,6.06849,0.40122
Volta,South Dayi,South Dayi District Health Directorate,District Health Directorate,Kpeve,Government,6.68044,0.32456
Volta,South Dayi,Kpeve Health Centre,Health Centre,Kpeve,Government,6.6877,0.332
Volta,South Dayi,Wegbe Kpalime Health Centre,Health Centre,Wegbe,Government,6.654267,0.343083
Volta,South Dayi,Have Health Centre,Health Centre,Have,Government,6.75798,0.3611
Volta,South Dayi,Dzemeni E. P. Church Clinic,Health Centre,Dzemeni,Government,6.60048,0.17176
Volta,South Dayi,Kpalime Duga Health Centre,Health Centre,Kpalime Duga,Government,6.57345,0.18283
Volta,South Dayi,Hope Maternity Home,Maternity Home,Tongo Dzemeni,Private,6.60373,0.17458
Volta,South Dayi,Adzokoe Health Centre,Health Centre,Adzokoe,Government,6.625617,0.312667
Volta,South Dayi,Dzake Health Centre,Health Centre,Dzakeh,Government,6.5011,0.20109
Volta,South Dayi,Peki Government Hospital,District Hospital,Peki,Government,6.5337,0.22594
Volta,South Dayi,St Pauls Maternity Home,Maternity Home,Dzemeni,Private,6.60058,0.16716
Volta,South Dayi,Tongor Tsanakpe CHPS,CHPS,Tongor Tsanakpe,Government,6.60745,0.17126
Volta,South Tongu,South Tongu District Health Directorate,District Health Directorate,Sogakope,Government,6.00228,0.59663
Volta,South Tongu,Comboni Polyclinic,Polyclinic,Sogakope,CHAG,6.00217,0.58532
Volta,South Tongu,Gamenu Health Centre,Health Centre,Gamenu,Government,5.79743,0.69163
Volta,South Tongu,Agbakope Health Centre,Health Centre,Agbakope,Government,6.03148,0.70957
Volta,South Tongu,Asidowui Health Centre,Health Centre,Asidowui,Government,5.913,0.62624
Volta,South Tongu,Agorta Health Centre,Health Centre,Agorta,Government,5.8511,0.66119
Volta,South Tongu,Dabala Health Centre,Health Centre,Dabala,Government,5.98588,0.67646
Volta,South Tongu,Good Sheperd Maternity Home,Maternity Home,Sogakope,Private,5.99312,0.58098
Volta,South Tongu,Sogakope RCH,RCH,Sogakope,Government,6.00137,0.59492
Volta,South Tongu,Fame Clinic,Clinic,,Private,5.88789,0.63087
Volta,South Tongu,Kpotame Health Centre/Chps,Health Centre,Kpotame,Government,5.97668,0.52564
Volta,South Tongu,Tefle Health Centre,Health Centre,Tefle,Government,6.00073,0.56995
Volta,South Tongu,Adutor Health Centre,Health Centre,Adutor,Government,5.96221,0.69649
Volta,South Tongu,Dordoekope Health Centre,Health Centre,Dordoekope,Government,5.87685,0.60539
Volta,South Tongu,Dorkplorme CHPS,CHPS,Dorkplorme,Government,6.11591,0.70574
Volta,South Tongu,Sogakope District Hospital,District Hospital,Sogakope,Government,6.00774,0.61563
Volta,Hohoe,Wli Todzi Health Centre,Health Centre,Wli Todzi,Government,7.1490389,0.4746
Volta,Hohoe,Wli Cenral Health Centre,Health Centre,Wli Cenral,Government,7.1490389,0.4746
Volta,Hohoe,Hohoe RCH,RCH,Hohoe,Government,7.1490389,0.4746
Volta,Hohoe,Liati Soba Health Centre,Health Centre,Liati Soba,Government,7.1490389,0.4746
Volta,Hohoe,Goviefe Todzi Health Centre,Health Centre,Goviefe Todzi,Government,7.1490389,0.4746
Volta,Hohoe,St micheal's Clinic,Clinic,,Private,7.1490389,0.4746
Volta,Hohoe,Dr. Quarcoo's Clinic,Clinic,,Private,7.1490389,0.4746
Volta,Hohoe,Noamesi's Herbal Clinic,Clinic,Hohoe,Private,7.1490389,0.4746
Volta,Jasikan,Nkonya Ntsumuru RCH,RCH,Nkonya,Government,7.4108333,0.4669444
Volta,Jasikan,Tepa Amanya RCH,RCH,Tepa,Government,7.4108333,0.4669444
Volta,Jasikan,Guaman CHPS,CHPS,Guaman,Government,7.4108333,0.4669444
Volta,Jasikan,Akporsorkubi Health Centre,Health Centre,Akporsorkubi,Government,7.4108333,0.4669444
Volta,Jasikan,Takrabe Clinic,Clinic,Takrabe,Government,7.4108333,0.4669444
Volta,Jasikan,Kyirahi Clinic,Clinic,Kyirahi,Government,7.4108333,0.4669444
Volta,Jasikan,Green Hill Clinic,Clinic,,Private,7.4108333,0.4669444
Volta,Jasikan,St Anthony Maternity Home,Maternity Home,,CHAG,7.4108333,0.4669444
Volta,Jasikan,Gbedemah Maternity Home,Maternity Home,,Private,7.4108333,0.4669444
Volta,Jasikan,Truth Maternity Home,Maternity Home,,Private,7.4108333,0.4669444
Volta,Jasikan,Odumanse Clinic,Clinic,,Government,7.4108333,0.4669444
Volta,Jasikan,Dzolu Community Clinic,Clinic,,Government,7.4108333,0.4669444
Volta,Kadjebi,Pepesu CHPS,CHPS,Dodi,Government,7.5275,0.4758333
Volta,Keta,EP Church Clinic,Clinic,,CHAG,5.910702,0.991867
Volta,Keta,Shime Health Centre,Health Centre,Shime,Government,5.910702,0.991867
Volta,Keta,Keta Health Assistants Training School,Training Institution,Keta,Government,5.910702,0.991867
Volta,Keta,Kedze Health Centre,Health Centre,Kedze,Government,5.910702,0.991867
Volta,Keta,Tsiame Health Centre,Health Centre,Tsiame,Government,5.910702,0.991867
Volta,Keta,Dzelukope Health Centre,Health Centre,Dzelukope,Government,5.910702,0.991867
Volta,Keta,Sasiame CHPS,CHPS,Sasiame,Government,5.910702,0.991867
Volta,Keta,God's Grace Maternity Home,Maternity Home,,Private,5.910702,0.991867
Volta,Keta,St Thomas Clinic,Clinic,,Private,5.910702,0.991867
Volta,Keta,Atorkor CHPS,CHPS,Atorkor,Government,5.910702,0.991867
Volta,Ketu,Fiamafle Clinic,Clinic,Fiamafle,Government,5.910702,0.991867
Volta,Ketu,Agbozume Health Centre,Health Centre,Agbozume,Government,5.910702,0.991867
Volta,Ketu,Agbozume RCH,RCH,Agbozume,Government,5.910702,0.991867
Volta,Ketu,Kpoglu CHPS,CHPS,Kpoglu,Government,5.910702,0.991867
Volta,Ketu,Wudoaba RCH,RCH,Wudoaba,Government,5.910702,0.991867
Volta,Ketu,Dzigbordi Redemption Clinic,Clinic,,Private,5.910702,0.991867
Volta,Ketu,Ebenezer Clinic,Clinic,,Private,5.910702,0.991867
Volta,Ketu,E. K. Clinic,Clinic,,Private,5.910702,0.991867
Volta,Ketu,Elavanyo Clinc,Clinic,,Private,5.910702,0.991867
Volta,Ketu,Mass Clinic,Clinic,,Private,5.910702,0.991867
Volta,Ketu,Mawuenyega Maternity Home,Maternity Home,,Private,5.910702,0.991867
Volta,Ketu,Atlantic Clinic,Clinic,,Private,5.910702,0.991867
Volta,Ketu,St Christopher Maternity Home,Maternity Home,,Private,5.910702,0.991867
Volta,Ketu,Tublukope CHPS,CHPS,Tublukope,Government,5.910702,0.991867
Volta,Kpando,Fesi CHPS,CHPS,Fesi,Government,6.990628,0.2948797
Volta,Kpando,Dafor CHPS,CHPS,Dafor,Government,6.990628,0.2948797
Volta,Kpando,Anfoega RCH,RCH,Anfoega,Government,6.990628,0.2948797
Volta,Kpando,Bume CHPS,CHPS,Bume,Government,6.990628,0.2948797
Volta,Kpando,Torkor Health Centre,Health Centre,Torkor,Government,6.990628,0.2948797
Volta,Kpando,Sovie RCH,RCH,Sovie,Government,6.990628,0.2948797
Volta,Kpando,Agbenorxoe Health Centre,Health Centre,Agbenorxoe,Government,6.990628,0.2948797
Volta,Kpando,Tsyome Sabadu Health Centre,Health Centre,Tsyome Sabadu,Government,6.990628,0.2948797
Volta,Kpando,Gbefi CHPS,CHPS,Gbefi,Government,6.990628,0.2948797
Volta,Krachi East,Dambai Health Centre,Health Centre,Dambai,Government,7.6981688,0.2244662
Volta,Krachi East,Njere CHPS,CHPS,Njere,Government,7.6981688,0.2244662
Volta,Krachi East,Anyiremu CHPS,CHPS,Anyiremu,Government,7.6981688,0.2244662
Volta,Krachi East,Kparikpari RCH,RCH,Kparikpari,Government,7.6981688,0.2244662
Volta,Krachi West,Zongo Macheri RCH,RCH,Zongo Macheri,Government,7.6981688,0.2244662
Volta,Krachi West,Bejamasu Health Centre,Health Centre,Bejamasu,Government,7.6981688,0.2244662
Volta,Krachi West,Grubi Health Centre,Health Centre,Grubi,Government,7.6981688,0.2244662
Volta,Krachi West,Chindere RCH,RCH,Chindere,Government,7.6981688,0.2244662
Volta,Krachi West,Tete RCH,RCH,Tete,government,7.6981688,0.2244662
Volta,Nkwanta,Alukpatsa CHPS,CHPS,Alukpatsa,Government,8.253785,0.5163312
Volta,Nkwanta,Banda Health Centre,Health Centre,Banda,Government,8.253785,0.5163312
